YEAR,SP,SPEC,CONF,COMMONNAME,SCINAME,SPEC6,CONF6
2015,,MAWR,,Marsh Wren,Cistothorus palustris,CISPAL,
2016,,MAWR,,Marsh Wren,Cistothorus palustris,CISPAL,
2017,,MAWR,,Marsh Wren,Cistothorus palustris,CISPAL,
2018,,MAWR,,Marsh Wren,Cistothorus palustris,CISPAL,
2019,,MAWR,,Marsh Wren,Cistothorus palustris,CISPAL,
2020,,MAWR,,Marsh Wren,Cistothorus palustris,CISPAL,
1998,+,MAOR,,Martinique Oriole,Icterus bonana,,*
2000,+,MAOR,,Martinique Oriole,Icterus bonana,Ictbon,*
2002,,MAOR,,Martinique Oriole,Icterus bonana,Ictbon,
2004,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2006,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2008,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2009,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2010,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2011,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2012,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2013,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2014,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2015,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2016,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2017,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2018,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2019,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
2020,,MAOR,,Martinique Oriole,Icterus bonana,ICTBON,
1998,+,MABO,,Masked Booby,Sula dactylatra,,*
2000,+,MABO,,Masked Booby,Sula dactylatra,Suldac,*
2002,,MABO,,Masked Booby,Sula dactylatra,Suldac,
2004,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2006,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2008,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2009,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2010,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2011,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2012,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2013,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2014,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2015,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2016,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2017,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2018,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2019,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
2020,,MABO,,Masked Booby,Sula dactylatra,SULDAC,
1998,+,MADU,,Masked Duck,Nomonyx dominicus,,*
2000,+,MADU,,Masked Duck,Nomonyx dominicus,Nomdom,*
2002,,MADU,,Masked Duck,Nomonyx dominicus,Nomdom,
2004,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2006,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2008,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2009,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2010,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2011,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2012,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2013,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2014,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2015,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2016,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2017,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2018,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2019,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
2020,,MADU,,Masked Duck,Nomonyx dominicus,NOMDOM,
1998,+,MATI,,Masked Tityra,Tityra semifasciata,,*
2000,+,MATI,,Masked Tityra,Tityra semifasciata,Titsem,*
2002,,MATI,,Masked Tityra,Tityra semifasciata,Titsem,
2004,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2006,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2008,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2009,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2010,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2011,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2012,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2013,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2014,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2015,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2016,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2017,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2018,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2019,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
2020,,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,
1998,+,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,,*
2000,+,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,Geoaeq,*
2002,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,Geoaeq,
2004,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2006,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2008,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2009,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2010,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2011,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2012,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2013,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2014,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2015,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2016,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2017,,MAYE,,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,
2015,,MAAK,,Maui Akepa,Loxops ochraceus,LOXOCH,
2016,,MAAK,,Maui Akepa,Loxops ochraceus,LOXOCH,
2017,,MAAK,,Maui Akepa,Loxops ochraceus,LOXOCH,
2018,,MAAK,,Maui Akepa,Loxops ochraceus,LOXOCH,
2019,,MAAK,,Maui Akepa,Loxops ochraceus,LOXOCH,
2020,,MAAK,,Maui Akepa,Loxops ochraceus,LOXOCH,
1998,+,MAAL,,Maui Alauahio,Paroreomyza montana,,*
2000,+,MAAL,,Maui Alauahio,Paroreomyza montana,Parmon,*
2002,,MAAL,,Maui Alauahio,Paroreomyza montana,Parmon,
2004,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2006,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2008,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2009,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2010,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2011,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2012,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2013,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2014,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2015,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2016,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2017,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2018,,MAAL,,Maui Alauahio,Paroreomyza montana,PARMON,
2019,,MAAL,,Maui Alauahio,Paroreomyza montana,PAMMON,*
2020,,MAAL,,Maui Alauahio,Paroreomyza montana,PAMMON,*
2015,,MANU,,Maui Nukupuu,Hemignathus affinis,HEMAFF,
2016,,MANU,,Maui Nukupuu,Hemignathus affinis,HEMAFF,
2017,,MANU,,Maui Nukupuu,Hemignathus affinis,HEMAFF,
2018,,MANU,,Maui Nukupuu,Hemignathus affinis,HEMAFF,
2019,,MANU,,Maui Nukupuu,Hemignathus affinis,HEMAFF,
2020,,MANU,,Maui Nukupuu,Hemignathus affinis,HEMAFF,
1998,+,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,,*
2000,+,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,Psexan,*
2002,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,Psexan,
2004,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2006,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2008,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2009,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2010,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2011,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2012,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2013,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2014,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2015,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2016,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2017,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2018,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2019,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2020,,MAPA,,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,
2015,,MNAK,,Maui-nui Akialoa,Akialoa lanaiensis,AKILAN,
2016,,MNAK,,Maui-nui Akialoa,Akialoa lanaiensis,AKILAN,
2017,,MNAK,,Maui-nui Akialoa,Akialoa lanaiensis,AKILAN,
2018,,MNAK,,Maui-nui Akialoa,Akialoa lanaiensis,AKILAN,
2019,,MNAK,,Maui-nui Akialoa,Akialoa lanaiensis,AKILAN,
2020,,MNAK,,Maui-nui Akialoa,Akialoa lanaiensis,AKILAN,
2020,,MYAN,,Mayan Antthrush,Formicarius moniliger,FORMON,
1998,+,MCLO,,McCown's Longspur,Calcarius mccownii,,*
2000,+,MCLO,,McCown's Longspur,Calcarius mccownii,Calmcc,*
2002,,MCLO,,McCown's Longspur,Calcarius mccownii,Calmcc,
2004,,MCLO,,McCown's Longspur,Calcarius mccownii,CALMCC,
2006,,MCLO,,McCown's Longspur,Calcarius mccownii,CALMCC,
2008,,MCLO,,McCown's Longspur,Calcarius mccownii,CALMCC,
2009,,MCLO,,McCown's Longspur,Calcarius mccownii,CALMCC,
2010,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2011,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2012,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2013,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2014,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2015,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2016,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2017,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2018,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2019,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
2020,,MCLO,,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,
1998,+,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,,*
2000,+,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,Plehyp,*
2002,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,Plehyp,
2004,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2006,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2008,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2009,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2010,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2011,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2012,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2013,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2014,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2015,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2016,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2017,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2018,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2019,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2020,,MKBU,,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP
2017,,MEPI,,Meadow Pipit,Anthus pratensis,ANTPRA
2018,,MEPI,,Meadow Pipit,Anthus pratensis,ANTPRA,
2019,,MEPI,,Meadow Pipit,Anthus pratensis,ANTPRA,
2020,,MEPI,,Meadow Pipit,Anthus pratensis,ANTPRA,
1998,+,MEAP,*,Mealy Parrot,Amazona farinosa,,*
2000,+,MEAP,*,Mealy Parrot,Amazona farinosa,Amafar,*
2002,,MEAP,*,Mealy Parrot,Amazona farinosa,Amafar,
2004,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2006,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2008,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2009,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2010,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2011,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2012,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2013,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2014,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2015,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2016,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2017,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2018,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2019,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
2020,,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,
1998,+,MEBL,,Melodious Blackbird,Dives dives,,*
2000,+,MEBL,,Melodious Blackbird,Dives dives,Divdiv,*
2002,,MEBL,,Melodious Blackbird,Dives dives,Divdiv,
2004,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2006,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2008,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2009,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2010,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2011,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2012,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2013,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2014,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2015,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2016,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2017,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2018,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2019,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
2020,,MEBL,,Melodious Blackbird,Dives dives,DIVDIV,
1998,+,MERL,,Merlin,Falco columbarius,,*
2000,+,MERL,,Merlin,Falco columbarius,Falcol,*
2002,,MERL,,Merlin,Falco columbarius,Falcol,
2004,,MERL,,Merlin,Falco columbarius,FALCOL,
2006,,MERL,,Merlin,Falco columbarius,FALCOL,
2008,,MERL,,Merlin,Falco columbarius,FALCOL,
2009,,MERL,,Merlin,Falco columbarius,FALCOL,
2010,,MERL,,Merlin,Falco columbarius,FALCOL,
2011,,MERL,,Merlin,Falco columbarius,FALCOL,
2012,,MERL,,Merlin,Falco columbarius,FALCOL,
2013,,MERL,,Merlin,Falco columbarius,FALCOL,
2014,,MERL,,Merlin,Falco columbarius,FALCOL,
2015,,MERL,,Merlin,Falco columbarius,FALCOL,
2016,,MERL,,Merlin,Falco columbarius,FALCOL,
2017,,MERL,,Merlin,Falco columbarius,FALCOL,
2018,,MERL,,Merlin,Falco columbarius,FALCOL,
2019,,MERL,,Merlin,Falco columbarius,FALCOL,
2020,,MERL,,Merlin,Falco columbarius,FALCOL,
1998,+,MEGU,,Mew Gull,Larus canus,,*
2000,+,MEGU,,Mew Gull,Larus canus,Larcan,*
2002,,MEGU,,Mew Gull,Larus canus,Larcan,
2004,,MEGU,,Mew Gull,Larus canus,LARCAN,
2006,,MEGU,,Mew Gull,Larus canus,LARCAN,
2008,,MEGU,,Mew Gull,Larus canus,LARCAN,
2009,,MEGU,,Mew Gull,Larus canus,LARCAN,
2010,,MEGU,,Mew Gull,Larus canus,LARCAN,
2011,,MEGU,,Mew Gull,Larus canus,LARCAN,
2012,,MEGU,,Mew Gull,Larus canus,LARCAN,
2013,,MEGU,,Mew Gull,Larus canus,LARCAN,
2014,,MEGU,,Mew Gull,Larus canus,LARCAN,
2015,,MEGU,,Mew Gull,Larus canus,LARCAN,
2016,,MEGU,,Mew Gull,Larus canus,LARCAN,
2017,,MEGU,,Mew Gull,Larus canus,LARCAN,
2018,,MEGU,,Mew Gull,Larus canus,LARCAN,
2019,,MEGU,,Mew Gull,Larus canus,LARCAN,
2020,,MEGU,,Mew Gull,Larus canus,LARCAN,
1998,+,MECH,,Mexican Chickadee,Poecile sclateri,,*
2000,+,MECH,,Mexican Chickadee,Poecile sclateri,Poescl,*
2002,,MECH,,Mexican Chickadee,Poecile sclateri,Poescl,
2004,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2006,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2008,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2009,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2010,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2011,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2012,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2013,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2014,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2015,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2016,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2017,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2018,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2019,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
2020,,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,
1998,+,MEDU,,Mexican Duck,Anas p. diazi,,*
2000,+,MEDU,,Mexican Duck,Anas p. diazi,,*
2002,+,MEDU,,Mexican Duck,Anas p. diazi,Anapdi,
2004,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2006,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2008,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2009,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2010,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2011,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2012,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2013,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2014,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2015,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2016,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2017,+,MEDU,,Mexican Duck,Anas p. diazi,ANAPDI
2018,+,MEDU,,Mexican Duck,Anas platyrhynchos diazi,ANAPDI
2019,+,MEDU,,Mexican Duck,Anas platyrhynchos diazi,ANAPDI
2020,,MEDU,,Mexican Duck,Anas diazi,ANADIA
2015,,MEHE,,Mexican Hermit,Phaethornis mexicanus,PHAMEX
2016,,MEHE,,Mexican Hermit,Phaethornis mexicanus,PHAMEX,
2017,,MEHE,,Mexican Hermit,Phaethornis mexicanus,PHAMEX,
2018,,MEHE,,Mexican Hermit,Phaethornis mexicanus,PHAMEX,
2019,,MEHE,,Mexican Hermit,Phaethornis mexicanus,PHAMEX,
2020,,MEHE,,Mexican Hermit,Phaethornis mexicanus,PHAMEX,
1998,+,MEJA,,Mexican Jay,Aphelocoma ultramarina,,*
2000,+,MEJA,,Mexican Jay,Aphelocoma ultramarina,Aphult,*
2002,,MEJA,,Mexican Jay,Aphelocoma ultramarina,Aphult,
2004,,MEJA,,Mexican Jay,Aphelocoma ultramarina,APHULT,
2006,,MEJA,,Mexican Jay,Aphelocoma ultramarina,APHULT,
2008,,MEJA,,Mexican Jay,Aphelocoma ultramarina,APHULT,
2009,,MEJA,,Mexican Jay,Aphelocoma ultramarina,APHULT,
2010,,MEJA,,Mexican Jay,Aphelocoma ultramarina,APHULT,
2011,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2012,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2013,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2014,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2015,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2016,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2017,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2018,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2019,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
2020,,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,
1998,+,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,,*
2000,+,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,Forcya,*
2002,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,Forcya,
2004,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2006,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2008,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2009,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2010,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2011,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2012,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2013,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2014,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2015,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2016,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2017,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2018,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2019,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
2020,,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,
1998,+,MESH,,Mexican Sheartail,Doricha eliza,,*
2000,+,MESH,,Mexican Sheartail,Doricha eliza,Doreli,*
2002,,MESH,,Mexican Sheartail,Doricha eliza,Doreli,
2004,,MESH,,Mexican Sheartail,Doricha eliza,DORELI,
2006,,MESH,,Mexican Sheartail,Doricha eliza,DORELI,
2008,,MESH,,Mexican Sheartail,Doricha eliza,DORELI,
2009,,MESH,,Mexican Sheartail,Doricha eliza,DORELI,
2010,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2011,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2012,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2013,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2014,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2015,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2016,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2017,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2018,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2019,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2020,,MESH,,Mexican Sheartail,Doricha eliza,DORELI
2016,,MEVI,,Mexican Violetear,Colibri thalassinus,COLTHA
2017,,MEVI,,Mexican Violetear,Colibri thalassinus,COLTHA
2018,,MEVI,,Mexican Violetear,Colibri thalassinus,COLTHA
2019,,MEVI,,Mexican Violetear,Colibri thalassinus,COLTHA
2020,,MEVI,,Mexican Violetear,Colibri thalassinus,COLTHA
2010,,MWPW,,Mexican Whip-poor-will,Caprimulgus arizonae,CAPARI,
2011,,MWPW,,Mexican Whip-poor-will,Caprimulgus arizonae,CAPARI,
2012,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2013,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2014,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2015,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2016,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2017,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2018,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2019,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
2020,,MWPW,,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,
1998,+,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,,*
2000,+,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,Tharid,*
2002,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,Tharid,
2004,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2006,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2008,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2009,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2010,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2011,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2012,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2013,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2014,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2015,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2016,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2017,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
2018,,MEWO,,Mexican Woodnymph,Thalurania ridgwayi,THARID,
